thread_id,topic
5933857732.0,"(0.1340574686236008, 0.17949415466599195, 0.006369576693566907, 0.30691090368874646, 0.16970033715306257, 0.2034675591750314)"
5936251730.0,"(0.0656080449196542, 0.041485963773832624, 0.0072374104155802765, 0.08241635259727431, 0.29220639204430837, 0.5110458362493503)"
5937765825.0,"(0.13305053828916105, 0.0509841776489946, 0.017908064352680157, 0.025218532031806486, 0.49819097308050436, 0.27464771459685344)"
5941176779.0,"(0.04910994467283898, 0.3403486970489114, 0.005710858715802856, 0.08677894841356806, 0.34190826225083526, 0.17614328889804376)"
5946047519.0,"(0.10013987763367663, 0.04518728188039343, 0.02688614285320592, 0.06841763502755699, 0.4836129798668344, 0.27575608273833263)"
5948158077.0,"(0.03751272746315521, 0.391044652718697, 0.06233392656109861, 0.08447003564883455, 0.2425529720427275, 0.18208568556548715)"
5950372437.0,"(0.18046409536416122, 0.12232303195304806, 0.013298070304827644, 0.10036489509025451, 0.4959106147488428, 0.08763929253886539)"
5950827288.0,"(0.19678186316041804, 0.06695205125156413, 0.02691031273365786, 0.04141797417818511, 0.26010063725610344, 0.40783716142007154)"
5951804436.0,"(0.09761864476512862, 0.46608685723764276, 0.04988767233303725, 0.14608864218310802, 0.11644919151905753, 0.12386899196202575)"
5952728068.0,"(0.19434716648016467, 0.15161235472266704, 0.016815608098670207, 0.11385051423994874, 0.2772719881750895, 0.24610236828345988)"
5953036448.0,"(0.2577420736784223, 0.19134026131260723, 0.0027805535259934557, 0.12221676779860055, 0.23426766124603393, 0.19165268243834266)"
5956436437.0,"(0.26295365631728, 0.0808951665647278, 0.0209684855608867, 0.15621275861527623, 0.26864823875442445, 0.2103216941874049)"
5960587590.0,"(0.29819829647575047, 0.060997299756703385, 0.01437507766818991, 0.08345421114758181, 0.32948300917751716, 0.21349210577425726)"
5961942400.0,"(0.33824219219499446, 0.047217286148969605, 0.05239214704973929, 0.13951350337238025, 0.22636625493595106, 0.19626861629796538)"
5962548892.0,"(0.14976963835030765, 0.0710217460647239, 0.016311049865304652, 0.08377487787778738, 0.3009089777942198, 0.37821371004765675)"
5968444001.0,"(0.3094849672624441, 0.04033748614438362, 0.029059389782736943, 0.023663815670078286, 0.40047595129966884, 0.19697838984068827)"
5968781432.0,"(0.08169074047165406, 0.369284115793395, 0.009011685892045056, 0.1573363126764356, 0.2521116254768659, 0.13056551968960436)"
5977709727.0,"(0.11024236027041141, 0.03763478925529163, 0.004200996391766255, 0.3899215804909785, 0.3005066047428221, 0.1574936688487301)"
5980529426.0,"(0.22502698046703215, 0.08631079691685577, 0.007339735007341023, 0.11193612956185933, 0.2735777581193282, 0.2958085999275835)"
5982976977.0,"(0.14571690311837965, 0.07339481692383118, 0.02089714897250368, 0.19960141481701726, 0.14478381085283684, 0.4156059053154311)"
5985665438.0,"(0.07907195353820903, 0.10003434363833605, 0.01970248041029635, 0.061571150496276414, 0.4648076196432695, 0.2748124522736125)"
5986840642.0,"(0.19249859368897182, 0.05865386965337628, 0.01683403547726793, 0.07855200341039577, 0.5030372436751106, 0.15042425409487725)"
5988932616.0,"(0.13380395360464775, 0.07076940045910066, 0.03221759246487642, 0.0373535139287831, 0.4573105692000016, 0.26854497034259067)"
5990881753.0,"(0.08624233741316997, 0.3121500146535505, 0.00564548138902877, 0.13160134534965057, 0.29377966120600135, 0.17058115998859885)"
5992602267.0,"(0.03922526319178686, 0.21377267117568, 0.0038771790105826412, 0.3499761343299813, 0.12102202024985914, 0.27212673204211)"
5995882567.0,"(0.027386604378409563, 0.4957946382108619, 0.0004459412170336671, 0.2617000931884901, 0.07333011485598262, 0.14134260814922223)"
6001300313.0,"(0.04226665727282244, 0.4108578213039323, 0.09771754935548826, 0.21317170397824203, 0.08002358428675437, 0.15596268380276068)"
6002455777.0,"(0.05629953629504519, 0.1083882050815038, 0.030834898836105944, 0.08875519536152005, 0.3623691829583731, 0.3533529814674518)"
6002867207.0,"(0.12483817646195337, 0.13854039179264915, 0.007037104431362616, 0.09863482204894383, 0.5032636928812383, 0.12768581238385265)"
6003772513.0,"(0.14421171919531606, 0.03634430490188411, 0.07177966877813746, 0.012363090089201681, 0.5447445901354754, 0.19055662689998548)"
6004457961.0,"(0.35951713175348776, 0.009984245786087786, 0.09644382987949135, 0.06965108113084986, 0.28687606168154706, 0.1775276497685362)"
6004697818.0,"(0.18420969565114714, 0.09940861540808532, 0.018139895673023505, 0.05036988754758088, 0.2574900306733215, 0.3903818750468416)"
6005503459.0,"(0.12082936307660166, 0.19907513528865523, 0.00451314903668851, 0.307616657147868, 0.16650066906082736, 0.20146502638935918)"
6009520616.0,"(0.09576342313881324, 0.02387079182062245, 0.009316704834770175, 0.0965405394371135, 0.20348180401855806, 0.5710267367501226)"
6015450110.0,"(0.04123863200801646, 0.04442870797744551, 0.0009511280057107777, 0.04133243594007082, 0.5206225602154491, 0.35142653585330735)"
6016369051.0,"(0.07183529877463231, 0.08230759066452555, 0.006439076176135046, 0.317883858587915, 0.233658003907538, 0.28787617188925435)"
6016902333.0,"(0.20180131692474035, 0.12661204120963335, 0.03384082193805309, 0.1517163081304069, 0.34238626460455107, 0.1436432471926153)"
6017180529.0,"(0.13477689820765174, 0.04115189005440376, 0.027049428293063265, 0.04899669729796106, 0.4626081367137194, 0.28541694943320045)"
6017470533.0,"(0.04352863158276932, 0.49950688124296394, 0.051282168163666535, 0.27413205633174, 0.07433572232652454, 0.0572145403523356)"
6019742298.0,"(0.6540135231344373, 0.09996384395137045, 0.00039911604198684687, 0.02884024066452548, 0.039915971584186104, 0.17686730462349382)"
6023290092.0,"(0.20680519420267107, 0.17879251494457427, 0.030926582771618208, 0.1226015496771575, 0.2886221943958891, 0.17225196400808934)"
6029078935.0,"(0.24415125601163892, 0.055849980662134265, 0.03133366641889102, 0.21599454159569187, 0.37699727212723255, 0.07567328318441158)"
6034717340.0,"(0.05336609131426509, 0.16637417114594472, 0.00019283583567638086, 0.09658263351600577, 0.3912565922466587, 0.29222767594144916)"
6035039391.0,"(0.13002887670970575, 0.07188678689819493, 0.022455827607710577, 0.03770145727265574, 0.3714783672993522, 0.36644868421238097)"
6039812997.0,"(0.05684530490440087, 0.08530586231049465, 0.011114330450406018, 0.030994640937837565, 0.5804653561899401, 0.2352745052069209)"
6044133683.0,"(0.07767252352668916, 0.050233864038517546, 0.03439032490874563, 0.30514812512900524, 0.30028862527499117, 0.23226653712205142)"
6050040903.0,"(0.09464601867613626, 0.057359568993923866, 0.02991510500291247, 0.016227888326691805, 0.345719988707453, 0.45613143029288256)"
6054769053.0,"(0.08521900067772652, 0.17134052981843673, 0.009973464255375826, 0.07553203864208513, 0.23986573180156848, 0.41806923480480723)"
6054826298.0,"(0.28006687631589955, 0.17453288280220397, 0.018367681058259224, 0.09534444163616652, 0.281932758746153, 0.14975535944131746)"
6055228869.0,"(0.12404093808964796, 0.19771355517932696, 0.014868958488128409, 0.07094225763520515, 0.42401261990803407, 0.16842167069965716)"
6060263187.0,"(0.03639279238060662, 0.4515579302781031, 0.03747403425150735, 0.16560451261926185, 0.19653106297318107, 0.11243966749733997)"
6060384643.0,"(0.1520572533455335, 0.12558509220739167, 0.008513552483444601, 0.1295996629005619, 0.4460638215303143, 0.13818061753275454)"
6061647734.0,"(0.24572902555678167, 0.18161239284824016, 0.0034692483561428646, 0.06309170193792235, 0.36860479726936884, 0.137492834031544)"
6065060571.0,"(0.11889498708594734, 0.07700643066306302, 0.01910563539124761, 0.1525447707835677, 0.31367134583761647, 0.3187768302385579)"
6069103468.0,"(0.026793540472529218, 0.46060004029140905, 0.028767769428328798, 0.07241973870927533, 0.2596886354687784, 0.1517302756296793)"
6072251357.0,"(0.3073968292630654, 0.05823654737151969, 0.0102783057954736, 0.06112381916257478, 0.35198317511525673, 0.21098132329210986)"
6074543932.0,"(0.13334059538393883, 0.08161910364976244, 0.00654297045002327, 0.009642995852110781, 0.5754075491162053, 0.19344678554795927)"
6076198075.0,"(0.3507840549640765, 0.1027286488747316, 0.0019535617607830914, 0.07546455899576648, 0.3028681752028486, 0.1662010002017938)"
6077061753.0,"(0.07205019058687205, 0.030310979635694752, 0.24367183608929097, 0.011321751748466507, 0.1624851957082381, 0.4801600462314376)"
6080730426.0,"(0.06917423599638786, 0.045944354064889975, 0.002101267969821569, 0.07728449501674148, 0.4108870435938703, 0.3946086033582889)"
6081042376.0,"(0.06138494567107474, 0.08913125442445967, 0.0064579935824529144, 0.681686259372011, 0.10098639083505254, 0.060353156114949215)"
6081671201.0,"(0.23468013633224277, 0.0633644335012211, 0.14763505023410223, 0.075753809066294, 0.3285150618903259, 0.15005150897581404)"
6086800975.0,"(1.700713074113881e-05, 4.136810784054517e-05, 9.248332558647445e-10, 6.121123181405531e-06, 0.8656740677466661, 0.13426143496673765)"
6087598149.0,"(0.33647851693068337, 0.10586949438121859, 0.008088666832819903, 0.0055488316062208215, 0.3289600122800656, 0.21505447796899171)"
6089718531.0,"(0.1885399231192996, 0.04784786982878101, 0.03762549154897125, 0.07715026933150336, 0.354266559097356, 0.29456988707408854)"
6090823144.0,"(0.021705355063666523, 0.1454722728317661, 0.0015893629097607522, 0.6048411461400951, 0.12632334498269196, 0.10006851807201948)"
6091747241.0,"(0.07097301866030774, 0.16925615869771005, 0.006822456474099214, 0.22631136842322377, 0.38459660593370515, 0.1420403918109543)"
6091848092.0,"(0.1590716068810608, 0.0878343834500539, 0.01305008303638937, 0.005786724389248667, 0.5132240838763765, 0.22103311836687087)"
6093364825.0,"(0.16487979116990453, 0.05132505043587298, 0.01345582866060638, 0.02166278792501994, 0.45757090293295705, 0.2911056388756393)"
6095378662.0,"(0.14923599159318465, 0.1938149002989764, 0.003359472856950776, 0.10684557598831379, 0.35346099327688013, 0.1932830659856943)"
6097384335.0,"(0.09787793773605805, 0.0831107783942398, 0.04369845716818882, 0.09051986367042766, 0.35719796484522315, 0.32759499818586246)"
6098396635.0,"(0.330814057880619, 0.04417508804399528, 0.0021818276948829137, 0.09817672816996943, 0.41089697972614425, 0.1137553184843892)"
6099518200.0,"(0.13527008041716776, 0.18147607336814672, 0.09692862093011677, 0.22927185442468662, 0.1807456459780795, 0.17630772488180277)"
6101238008.0,"(0.07594064893904907, 0.2743892776248389, 0.002210553003749613, 0.10038413649194744, 0.48002859635621037, 0.06704678758420468)"
6101645709.0,"(0.18434578412103372, 0.0421556582841564, 0.006896287763461477, 0.03987970557303508, 0.3751049036791803, 0.35161766057913296)"
6103628045.0,"(0.2777926486636573, 0.03563355796680317, 0.005423068947471021, 0.01602961246665542, 0.29216195233057113, 0.372959159624842)"
6104446641.0,"(0.1601299496623081, 0.05088793329935481, 0.05711946936153195, 0.10514477381387755, 0.3179327124717957, 0.3087851613911322)"
6108354643.0,"(0.09942184485833888, 0.029602926946917865, 0.040692780472899016, 0.010388432015057581, 0.43951278074055106, 0.38038123496623577)"
6108393634.0,"(0.28985101393402246, 0.018455740307729514, 0.09101941645608894, 0.18487478427546486, 0.22743900181117033, 0.18836004321552377)"
6108528538.0,"(0.1212509240732495, 0.07266222739762172, 0.03773514292348191, 0.06773814531996206, 0.2838220504472674, 0.4167915098384174)"
6111136739.0,"(0.1264830607832109, 0.04068158776132093, 0.0023728272897766043, 0.2857198112233962, 0.31932807652662043, 0.22541463641567502)"
6112006696.0,"(0.18625956809961294, 0.16143439810171498, 0.02967101489668364, 0.05403164570907258, 0.48513489462153614, 0.08346847857137965)"
6113925336.0,"(0.006182570533203395, 0.2709652847803916, 1.3125151956300073e-06, 0.6598571029149366, 0.03848170013034899, 0.024512029125923738)"
6116709751.0,"(0.2030641437801688, 0.23845617537916566, 0.018747704082444007, 0.28907681991764844, 0.15994758284023428, 0.09070757400033887)"
6120101058.0,"(0.2140919823367352, 0.047093731209034075, 0.015829304399499755, 0.021494013486698372, 0.35868135006071633, 0.34280961850731634)"
6120260744.0,"(0.25196673558439925, 0.10564567859982707, 0.013532481792452481, 0.09709766087076416, 0.3595559225895836, 0.17220152056297364)"
6122110029.0,"(0.11962587301286114, 0.01481335382596023, 0.21551075243815296, 0.15739825815282715, 0.31725679865146106, 0.17539496391873735)"
6122961590.0,"(0.08496207127591446, 0.04384159796912013, 0.015920151869279378, 0.03875676674898473, 0.2312180614529755, 0.5853013506837258)"
6131662752.0,"(0.08279894410798078, 0.4602702848322989, 0.0027802419493678557, 0.08243650664127748, 0.05553418264625841, 0.31617983982281644)"
6131822784.0,"(0.19763129083154146, 0.11299618086316762, 0.02695571395948466, 0.08055514560712762, 0.30836667857673805, 0.2734949901619407)"
6132516152.0,"(0.0641048419966222, 0.017282483043971005, 4.255520735731889e-05, 0.006064423467256715, 0.6438556384934284, 0.2686500577913643)"
6132886675.0,"(0.14957967682269055, 0.055483445924076634, 0.13989936664423427, 0.051826496388076605, 0.2341278778944178, 0.3690831363265045)"
6133904736.0,"(0.31260479489499965, 0.0356252400696896, 0.029063930431078053, 0.03397744577959945, 0.4067411070768693, 0.18198748174776405)"
6134109043.0,"(0.1299982799237495, 0.11851407797110598, 0.06790906937870764, 0.04387880773156937, 0.43593119746381526, 0.20376856753105269)"
6134519748.0,"(0.11126728140716576, 0.07439037578117554, 0.026205430931454204, 0.14574902664177447, 0.21766097673309537, 0.4247269085053348)"
6136534705.0,"(0.27505315790245793, 0.0443597838104562, 0.0193771455694728, 0.08735513942415031, 0.3545558066477766, 0.21929896664568665)"
6139598239.0,"(0.18236803758715658, 0.06348018569552531, 0.053461220543380455, 0.10282678566079655, 0.15014656112896776, 0.44771720938417364)"
6141903179.0,"(0.10640297145641867, 0.1998277559225931, 0.012195743340227659, 0.3318063957250496, 0.19772771337520564, 0.1520394201805054)"
6142750153.0,"(0.06708079567710985, 0.11173441008109014, 0.001452241808653539, 0.11042799364455241, 0.17473954125665125, 0.5345650175319429)"
6143626488.0,"(0.28931367034181565, 0.087618938956453, 0.03306803423342159, 0.12873424130722683, 0.25083689362486805, 0.210428221536215)"
6144257080.0,"(0.304385633190371, 0.12261823610656707, 0.04754410442878411, 0.016618317593942705, 0.13267868888993303, 0.37615501979040206)"
6149794222.0,"(0.09256965114896017, 0.025559544366582334, 0.3964220280018674, 0.12914593210497935, 0.22673313568966819, 0.12956970868794282)"
6150075648.0,"(0.24449562856168947, 0.027910049972155227, 0.0011701452928358452, 0.209344459431671, 0.4549872051966604, 0.06209251154498806)"
6156467099.0,"(0.13277793883253824, 0.0863111644150747, 0.007563170724766885, 0.04361197501205398, 0.5133095891641427, 0.21642616185142322)"
6158008237.0,"(0.17802884262565039, 0.07933476441171244, 0.017269591427323393, 0.08870919287936616, 0.39591697859310554, 0.24074063006284213)"
6158271963.0,"(0.260002607820694, 0.06967238598520353, 0.021457949717431098, 0.050774946731470025, 0.28460507259459406, 0.31348703715060744)"
6163355008.0,"(1.048800098162574e-06, 9.806907020820613e-07, 0.07278191305673003, 0.0004732746047965776, 0.3770094140168658, 0.5497333688308075)"
6163676252.0,"(0.10027910437012172, 0.15540942639911048, 0.009652958582967542, 0.09541147253782455, 0.3715487823092153, 0.2676982558007602)"
6169846696.0,"(0.105753538263743, 0.07084032252245809, 0.010277920776606372, 0.04061661706444067, 0.36695107204057337, 0.4055605293321784)"
6171719157.0,"(0.19544882592070792, 0.16976812701817529, 0.07754603134839917, 0.10461121279955946, 0.2665933630719364, 0.18603243984122164)"
6172045107.0,"(0.0874537440012269, 0.1127218251084701, 0.0006184847883185366, 0.06879887516361347, 0.3981221234965342, 0.3322849474418368)"
6172244792.0,"(0.5903068570621973, 0.024538943719025506, 0.01027377890389277, 0.03360092496644192, 0.24008686397745913, 0.10119263137098317)"
6173358827.0,"(0.1315789243827285, 0.08471910500102962, 0.017363254501096197, 0.05484221068413052, 0.5900902419434073, 0.12140626348760797)"
6174564699.0,"(0.32130482305351, 0.12506805459723955, 0.04747878101687586, 0.1461557485875353, 0.2001230756478264, 0.15986951709701275)"
6174811439.0,"(0.1963786108137574, 0.04496451096413823, 0.018335471324450243, 0.014271631814955313, 0.3795877195726486, 0.3464620555100499)"
6174844075.0,"(0.18638102816306581, 0.08685992786843723, 0.025476174974211736, 0.09076591324054518, 0.3582860776506156, 0.25223087810312406)"
6175767962.0,"(0.29337838028488683, 0.09311505082340184, 0.01810854036273399, 0.10495260167242185, 0.3351832007634826, 0.15526222609307283)"
6175846153.0,"(0.16729568103777973, 0.016828888455645674, 0.02892801338324704, 0.023667504851174023, 0.20539036983095338, 0.5578895424412001)"
6175898701.0,"(0.12842301732468878, 0.25164751167216487, 0.005850381384202675, 0.12566065394038992, 0.3568176638099182, 0.1316007718686355)"
6175902755.0,"(0.32120012266555265, 0.09033947104763343, 0.024062567008247618, 0.04539927028015054, 0.3335344850128536, 0.1854640839855623)"
